loan_id,user_id,total_loan,year_of_loan,interest,monthly_payment,class,sub_class,work_type,employer_type,industry,work_year,house_exist,house_loan_status,censor_status,marriage,offsprings,issue_date,use,post_code,region,debt_loan_ratio,del_in_18month,scoring_low,scoring_high,pub_dero_bankrup,early_return,early_return_amount,early_return_amount_3mon,recircle_b,recircle_u,initial_list_status,earlies_credit_mon,title,policy_code,f0,f1,f2,f3,f4,f5,is_Default
601656,742629,18000.0,3,12.99,606.41,C,C2,职员,世界五百强,金融业,,0,0,2,1,3,2016-05-01,0,146.0,23,34.0,0.0,665.0,669.0,1.0,0,0,0.0,22246.0,70.0,1,Jan-1990,0.0,1.0,11.0,,13.0,17.0,10.0,0.0,0
556227,742630,25000.0,3,10.99,818.35,B,B2,公务员,上市企业,住宿和餐饮业,5 years,0,1,2,0,0,2013-11-01,4,523.0,13,33.29,0.0,685.0,689.0,0.0,0,0,0.0,22279.0,50.6,0,May-1989,24565.0,1.0,11.0,0.0,8.0,46.0,32.0,0.0,0
624050,742631,20000.0,3,15.04,693.7,C,C4,工人,上市企业,建筑业,2 years,1,0,1,0,0,2018-03-01,4,104.0,23,24.33,0.0,700.0,704.0,0.0,0,0,0.0,25768.0,44.7,1,Feb-1994,4.0,1.0,12.0,0.0,6.0,29.0,13.0,0.0,0
474505,742632,8000.0,3,10.99,261.88,B,B3,工人,政府机构,采矿业,< 1 year,0,1,0,0,0,2014-07-01,2,238.0,22,11.57,0.0,685.0,689.0,0.0,0,0,0.0,10930.0,88.1,1,Feb-1989,5.0,1.0,5.0,0.0,18.0,17.0,9.0,1.0,0
474197,742633,10000.0,3,12.99,336.9,C,C2,工人,普通企业,电力、热力生产供应业,10+ years,0,1,1,1,5,2016-03-01,0,4.0,3,34.27,0.0,660.0,664.0,1.0,0,0,0.0,7478.0,98.4,0,Aug-2003,0.0,1.0,3.0,0.0,6.0,5.0,2.0,0.0,0
637390,742634,15000.0,3,7.26,464.95,A,A4,其他,幼教与中小学校,建筑业,5 years,1,1,0,0,0,2015-07-01,4,304.0,8,11.52,0.0,720.0,724.0,0.0,0,0,0.0,9153.0,25.8,0,Mar-2007,4.0,1.0,8.0,0.0,12.0,14.0,5.0,0.0,0
296315,742635,22600.0,5,30.74,741.5,F,F5,其他,普通企业,金融业,3 years,0,0,2,0,0,2016-11-01,4,48.0,10,21.81,0.0,665.0,669.0,0.0,0,0,0.0,21950.0,53.8,0,Feb-2002,4.0,1.0,6.0,0.0,9.0,17.0,9.0,0.0,1
317827,742636,15000.0,5,20.49,401.51,E,E2,公务员,普通企业,房地产业,3 years,1,1,1,1,2,2014-03-01,0,25.0,13,11.76,0.0,685.0,689.0,0.0,0,0,0.0,11445.0,89.4,1,Feb-1999,0.0,1.0,2.0,0.0,5.0,3.0,2.0,0.0,0
241747,742637,20000.0,5,13.67,461.96,C,C3,职员,普通企业,交通运输、仓储和邮政业,6 years,1,0,0,1,0,2016-02-01,0,268.0,8,27.75,1.0,710.0,714.0,0.0,0,0,0.0,5135.0,27.6,0,Aug-1989,0.0,1.0,4.0,0.0,18.0,10.0,6.0,1.0,1
578473,742638,25000.0,5,19.72,658.46,D,D5,其他,上市企业,金融业,10+ years,0,1,2,0,0,2012-11-01,0,197.0,4,1.31,5.0,700.0,704.0,0.0,0,0,0.0,92.0,0.6,1,Sep-1999,30648.0,1.0,1.0,0.0,9.0,12.0,5.0,1.0,0
216694,742639,40000.0,3,14.49,1376.65,C,C4,其他,政府机构,金融业,10+ years,0,0,1,1,3,2016-09-01,0,72.0,10,10.22,0.0,720.0,724.0,0.0,0,0,0.0,19183.0,59.9,1,Aug-1998,0.0,1.0,1.0,0.0,6.0,14.0,10.0,2.0,0
85483,742640,12500.0,3,7.89,391.08,A,A5,工人,政府机构,建筑业,6 years,0,1,0,1,1,2015-10-01,4,101.0,23,25.23,0.0,710.0,714.0,0.0,19,551,220.5573699272537,11877.0,46.4,0,Sep-2005,4.0,1.0,5.0,0.0,18.0,9.0,4.0,0.0,0
178563,742641,7200.0,3,16.91,256.38,C,C5,职员,幼教与中小学校,住宿和餐饮业,,2,0,2,0,0,2018-08-01,0,581.0,24,15.52,0.0,665.0,669.0,0.0,0,0,0.0,4380.0,40.6,1,Oct-2007,0.0,1.0,6.0,0.0,14.0,13.0,5.0,0.0,0
419227,742642,3225.0,3,11.53,106.4,B,B5,工程师,政府机构,国际组织,,1,0,2,1,5,2015-03-01,4,148.0,11,29.07,0.0,660.0,664.0,1.0,0,0,0.0,11586.0,60.3,0,Sep-1997,4.0,1.0,6.0,0.0,5.0,17.0,9.0,0.0,1
253963,742643,6000.0,3,17.47,215.33,D,D1,工程师,普通企业,公共服务、社会组织,7 years,0,1,0,1,1,2018-05-01,0,301.0,21,18.43,0.0,670.0,674.0,0.0,0,0,0.0,4896.0,48.0,1,Nov-2006,0.0,1.0,4.0,0.0,6.0,6.0,3.0,0.0,0
399655,742644,7900.0,3,13.68,268.78,C,C1,公务员,普通企业,金融业,7 years,1,1,0,1,3,2013-07-01,0,225.0,18,21.74,0.0,690.0,694.0,0.0,0,0,0.0,11619.0,42.6,1,Feb-2004,1293.0,1.0,11.0,0.0,9.0,17.0,4.0,0.0,0
531281,742645,7750.0,3,18.99,284.05,D,D3,其他,幼教与中小学校,房地产业,10+ years,0,0,2,1,0,2016-07-01,2,53.0,19,6.52,0.0,695.0,699.0,0.0,0,0,0.0,4672.0,21.6,1,May-2004,5.0,1.0,7.0,0.0,3.0,10.0,7.0,0.0,0
747821,742646,4200.0,3,8.18,131.97,B,B1,其他,政府机构,金融业,3 years,2,1,0,0,0,2015-06-01,0,309.0,30,15.54,0.0,665.0,669.0,0.0,0,0,0.0,6398.0,64.6,1,Dec-2001,0.0,1.0,5.0,0.0,4.0,22.0,4.0,3.0,0
435629,742647,35000.0,3,17.57,1257.8,D,D4,其他,上市企业,住宿和餐饮业,7 years,1,0,2,1,5,2015-05-01,0,277.0,8,14.47,0.0,695.0,699.0,0.0,0,0,0.0,34500.0,70.3,0,Jan-1991,0.0,1.0,4.0,0.0,16.0,28.0,23.0,1.0,1
533035,742648,10000.0,3,12.39,334.01,C,C1,公务员,普通企业,房地产业,4 years,1,2,2,1,3,2015-01-01,4,273.0,8,27.83,0.0,675.0,679.0,0.0,0,0,0.0,10952.0,79.4,1,Aug-2010,4.0,1.0,6.0,0.0,1.0,10.0,5.0,0.0,0
724665,742649,15000.0,3,14.47,516.1,C,C2,其他,普通企业,住宿和餐饮业,3 years,1,1,0,1,3,2013-12-01,0,643.0,45,17.63,0.0,695.0,699.0,0.0,19,1672,942.3876852793692,13271.0,54.4,1,Jun-2004,0.0,1.0,6.0,0.0,2.0,9.0,3.0,0.0,0
113018,742650,9550.0,3,9.44,305.65,B,B1,其他,上市企业,金融业,9 years,0,1,0,0,0,2017-09-01,0,260.0,21,15.24,0.0,785.0,789.0,0.0,0,0,0.0,3180.0,6.2,0,Sep-2006,0.0,1.0,3.0,0.0,2.0,8.0,6.0,0.0,1
150966,742651,6350.0,3,18.84,232.26,E,E2,其他,政府机构,房地产业,10+ years,0,0,1,1,0,2015-02-01,0,78.0,19,12.33,0.0,685.0,689.0,0.0,0,0,0.0,2009.0,23.9,1,Apr-2008,0.0,1.0,3.0,0.0,2.0,4.0,4.0,0.0,0
694312,742652,4800.0,3,11.44,158.15,B,B4,职员,高等教育机构,交通运输、仓储和邮政业,10+ years,0,1,1,1,3,2016-10-01,0,495.0,14,9.45,2.0,660.0,664.0,0.0,0,0,0.0,11272.0,57.2,1,Oct-1992,0.0,1.0,6.0,0.0,5.0,18.0,5.0,4.0,0
253399,742653,15000.0,3,10.99,491.01,B,B3,职员,普通企业,批发和零售业,10+ years,0,1,0,0,0,2014-09-01,0,50.0,13,14.36,0.0,685.0,689.0,0.0,0,0,0.0,35065.0,83.9,0,Jul-1998,0.0,1.0,4.0,0.0,6.0,12.0,5.0,0.0,1
341049,742654,14325.0,5,18.24,365.64,D,D5,其他,上市企业,交通运输、仓储和邮政业,3 years,2,1,1,0,0,2014-09-01,0,253.0,21,16.27,0.0,685.0,689.0,0.0,0,0,0.0,10530.0,43.2,0,Dec-2010,0.0,1.0,5.0,0.0,11.0,13.0,4.0,0.0,1
220474,742655,10000.0,3,11.71,330.76,B,B3,工程师,普通企业,交通运输、仓储和邮政业,4 years,0,0,1,1,4,2011-09-01,4,185.0,3,21.54,0.0,690.0,694.0,0.0,0,0,0.0,8637.0,56.8,1,Jan-2003,4639.0,1.0,,,,,,,0
777991,742656,15000.0,3,6.97,462.96,A,A3,公务员,政府机构,房地产业,10+ years,0,0,0,0,0,2016-02-01,0,19.0,14,21.52,0.0,720.0,724.0,1.0,0,0,0.0,12361.0,49.2,0,May-1970,0.0,1.0,3.0,0.0,11.0,8.0,4.0,0.0,0
622263,742657,14000.0,3,16.99,499.07,D,D1,工程师,幼教与中小学校,国际组织,10+ years,0,0,0,0,0,2016-11-01,0,707.0,11,25.4,0.0,690.0,694.0,1.0,0,0,0.0,16736.0,73.7,1,Nov-1998,0.0,1.0,4.0,0.0,27.0,11.0,6.0,0.0,0
303258,742658,25000.0,3,6.24,763.28,A,A2,公务员,上市企业,采矿业,10+ years,2,1,0,1,3,2015-10-01,0,559.0,17,14.45,0.0,735.0,739.0,0.0,0,0,0.0,25071.0,82.5,0,Jun-1998,0.0,1.0,3.0,0.0,1.0,10.0,10.0,0.0,0
94372,742659,7900.0,3,16.55,279.9,D,D2,工人,普通企业,建筑业,10+ years,1,0,1,1,2,2015-10-01,0,143.0,8,11.05,0.0,660.0,664.0,0.0,0,0,0.0,5126.0,26.3,1,Feb-2000,0.0,1.0,8.0,0.0,0.0,21.0,7.0,1.0,0
130623,742660,7000.0,3,7.26,216.98,A,A4,职员,上市企业,信息传输、软件和信息技术服务业,10+ years,0,1,0,0,0,2015-06-01,7,52.0,19,13.33,0.0,760.0,764.0,0.0,15,405,161.3397985181049,10965.0,34.1,0,Dec-1992,8.0,1.0,5.0,0.0,10.0,7.0,4.0,0.0,0
121646,742661,25000.0,3,7.26,774.91,A,A4,工人,普通企业,信息传输、软件和信息技术服务业,3 years,0,1,2,0,0,2015-09-01,0,643.0,45,19.6,0.0,680.0,684.0,0.0,0,0,0.0,38779.0,61.1,1,Feb-1992,0.0,1.0,7.0,0.0,5.0,20.0,14.0,0.0,0
739047,742662,12000.0,5,20.2,319.27,D,D5,工人,普通企业,金融业,10+ years,1,1,1,1,3,2013-11-01,4,458.0,5,24.31,0.0,670.0,674.0,0.0,0,0,0.0,8389.0,84.7,1,Oct-1998,20424.0,1.0,5.0,0.0,34.0,10.0,7.0,1.0,0
245793,742663,24000.0,5,14.33,562.56,C,C5,其他,幼教与中小学校,金融业,5 years,1,0,0,0,0,2015-11-01,0,275.0,8,34.51,0.0,710.0,714.0,0.0,0,0,0.0,7841.0,56.4,0,Apr-2008,0.0,1.0,6.0,0.0,8.0,13.0,6.0,0.0,1
249321,742664,8175.0,3,17.57,293.79,D,D4,工人,政府机构,信息传输、软件和信息技术服务业,6 years,1,0,0,0,0,2014-07-01,0,64.0,14,19.96,0.0,670.0,674.0,0.0,2,170,92.93078102777523,13306.0,44.8,0,Apr-2007,0.0,1.0,9.0,0.0,2.0,21.0,4.0,0.0,0
377966,742665,20000.0,3,7.49,622.04,A,A4,公务员,政府机构,住宿和餐饮业,< 1 year,0,0,1,0,0,2014-11-01,0,107.0,30,9.58,0.0,720.0,724.0,0.0,0,0,0.0,21489.0,30.1,0,Jul-2006,0.0,1.0,6.0,0.0,2.0,18.0,12.0,0.0,0
251073,742666,29750.0,3,18.25,1079.27,D,D3,职员,政府机构,住宿和餐饮业,10+ years,0,2,0,0,0,2016-05-01,2,248.0,11,36.13,0.0,730.0,734.0,0.0,0,0,0.0,23750.0,74.7,1,Jul-1994,5.0,1.0,4.0,0.0,21.0,12.0,5.0,0.0,1
539517,742667,3500.0,3,8.24,110.07,B,B1,其他,政府机构,金融业,< 1 year,1,0,1,0,0,2017-01-01,5,277.0,8,9.04,0.0,775.0,779.0,0.0,0,0,0.0,2927.0,5.9,0,Nov-2001,6.0,1.0,3.0,0.0,6.0,13.0,9.0,0.0,0
44646,742668,10000.0,3,10.78,326.35,B,B4,工人,普通企业,建筑业,10+ years,2,0,1,1,3,2016-01-01,0,539.0,42,34.25,1.0,665.0,669.0,0.0,0,0,0.0,48764.0,97.4,1,Aug-1977,0.0,1.0,5.0,0.0,6.0,13.0,8.0,0.0,1
18365,742669,4800.0,3,21.98,183.27,E,E4,其他,世界五百强,金融业,10+ years,1,0,2,3,4,2013-01-01,5,141.0,13,15.35,1.0,675.0,679.0,0.0,0,0,0.0,3645.0,27.2,1,Jul-2001,2652.0,1.0,2.0,0.0,5.0,9.0,5.0,2.0,0
411553,742670,10000.0,3,9.16,318.75,B,B2,其他,普通企业,电力、热力生产供应业,1 year,1,1,1,1,0,2016-03-01,0,300.0,9,3.58,0.0,690.0,694.0,1.0,0,0,0.0,3535.0,46.5,1,Sep-1996,0.0,1.0,3.0,0.0,17.0,6.0,2.0,0.0,0
755750,742671,19000.0,3,10.99,621.95,B,B3,其他,政府机构,交通运输、仓储和邮政业,< 1 year,1,1,2,0,0,2014-06-01,4,153.0,11,15.13,0.0,660.0,664.0,1.0,0,0,0.0,6485.0,57.9,1,Mar-2003,4.0,1.0,2.0,0.0,14.0,13.0,9.0,0.0,0
597809,742672,13500.0,3,11.49,445.12,B,B5,工人,上市企业,公共服务、社会组织,6 years,1,0,2,0,0,2016-07-01,4,31.0,2,10.81,0.0,670.0,674.0,0.0,0,0,0.0,14355.0,63.5,0,Nov-2007,4.0,1.0,4.0,0.0,11.0,7.0,5.0,0.0,0
72457,742673,30000.0,5,26.99,915.89,F,F3,工程师,普通企业,房地产业,8 years,1,0,2,1,5,2016-09-01,0,48.0,10,29.02,0.0,705.0,709.0,0.0,0,0,0.0,17949.0,48.2,0,Sep-1997,0.0,1.0,6.0,0.0,10.0,7.0,5.0,4.0,0
768103,742674,10400.0,3,12.69,348.87,C,C2,工程师,普通企业,房地产业,10+ years,1,1,2,2,0,2015-09-01,0,69.0,26,26.12,1.0,660.0,664.0,0.0,0,0,0.0,15801.0,72.2,1,Aug-2005,0.0,1.0,5.0,0.0,15.0,9.0,1.0,0.0,0
746837,742675,35000.0,3,18.99,1282.79,D,D3,其他,普通企业,信息传输、软件和信息技术服务业,10+ years,0,1,2,0,0,2016-08-01,2,304.0,8,10.11,0.0,680.0,684.0,2.0,0,0,0.0,7325.0,10.2,0,Oct-1994,5.0,1.0,6.0,0.0,17.0,19.0,4.0,0.0,1
427390,742676,24250.0,3,11.12,493.58,B,B3,其他,普通企业,交通运输、仓储和邮政业,1 year,1,0,0,0,0,2010-10-01,0,614.0,3,9.86,1.0,740.0,744.0,0.0,0,0,0.0,7130.0,40.3,1,Apr-1985,76.0,1.0,,,,,,,0
